region_code;jahr;abschluss_key;geschlecht;anzahl
03154;2023;fachhochschulreife;weiblich;
03154;2023;fachhochschulreife;maennlich;
03154;2023;allgemeine_hochschulreife;insgesamt;211
03154;2023;allgemeine_hochschulreife;weiblich;109
03154;2023;allgemeine_hochschulreife;maennlich;102
03155;2023;ohne_hauptschulabschluss;insgesamt;86
03155;2023;ohne_hauptschulabschluss;weiblich;44
03155;2023;ohne_hauptschulabschluss;maennlich;42
03155;2023;mit_hauptschulabschluss;insgesamt;208
03155;2023;mit_hauptschulabschluss;weiblich;80
03155;2023;mit_hauptschulabschluss;maennlich;128
03155;2023;mittlerer_abschluss;insgesamt;563
03155;2023;mittlerer_abschluss;weiblich;268
03155;2023;mittlerer_abschluss;maennlich;295
03155;2023;fachhochschulreife;insgesamt;
03155;2023;fachhochschulreife;weiblich;
03155;2023;fachhochschulreife;maennlich;
03155;2023;allgemeine_hochschulreife;insgesamt;383
03155;2023;allgemeine_hochschulreife;weiblich;212
03155;2023;allgemeine_hochschulreife;maennlich;171
03156;2023;ohne_hauptschulabschluss;insgesamt;
03156;2023;ohne_hauptschulabschluss;weiblich;
03156;2023;ohne_hauptschulabschluss;maennlich;
03156;2023;mit_hauptschulabschluss;insgesamt;
03156;2023;mit_hauptschulabschluss;weiblich;
03156;2023;mit_hauptschulabschluss;maennlich;
03156;2023;mittlerer_abschluss;insgesamt;
03156;2023;mittlerer_abschluss;weiblich;
03156;2023;mittlerer_abschluss;maennlich;
03156;2023;fachhochschulreife;insgesamt;
03156;2023;fachhochschulreife;weiblich;
03156;2023;fachhochschulreife;maennlich;
03156;2023;allgemeine_hochschulreife;insgesamt;
03156;2023;allgemeine_hochschulreife;weiblich;
03156;2023;allgemeine_hochschulreife;maennlich;
03157;2023;ohne_hauptschulabschluss;insgesamt;87
03157;2023;ohne_hauptschulabschluss;weiblich;36
03157;2023;ohne_hauptschulabschluss;maennlich;51
03157;2023;mit_hauptschulabschluss;insgesamt;156
03157;2023;mit_hauptschulabschluss;weiblich;63
03157;2023;mit_hauptschulabschluss;maennlich;93
03157;2023;mittlerer_abschluss;insgesamt;592
03157;2023;mittlerer_abschluss;weiblich;266
03157;2023;mittlerer_abschluss;maennlich;326
03157;2023;fachhochschulreife;insgesamt;
03157;2023;fachhochschulreife;weiblich;
03157;2023;fachhochschulreife;maennlich;
03157;2023;allgemeine_hochschulreife;insgesamt;444
03157;2023;allgemeine_hochschulreife;weiblich;239
03157;2023;allgemeine_hochschulreife;maennlich;205
03158;2023;ohne_hauptschulabschluss;insgesamt;76
03158;2023;ohne_hauptschulabschluss;weiblich;26
03158;2023;ohne_hauptschulabschluss;maennlich;50
03158;2023;mit_hauptschulabschluss;insgesamt;114
03158;2023;mit_hauptschulabschluss;weiblich;32
03158;2023;mit_hauptschulabschluss;maennlich;82
03158;2023;mittlerer_abschluss;insgesamt;459
03158;2023;mittlerer_abschluss;weiblich;214
03158;2023;mittlerer_abschluss;maennlich;245
03158;2023;fachhochschulreife;insgesamt;
03158;2023;fachhochschulreife;weiblich;
03158;2023;fachhochschulreife;maennlich;
03158;2023;allgemeine_hochschulreife;insgesamt;384
03158;2023;allgemeine_hochschulreife;weiblich;218
03158;2023;allgemeine_hochschulreife;maennlich;166
03159;2023;ohne_hauptschulabschluss;insgesamt;169
03159;2023;ohne_hauptschulabschluss;weiblich;78
03159;2023;ohne_hauptschulabschluss;maennlich;91
03159;2023;mit_hauptschulabschluss;insgesamt;346
03159;2023;mit_hauptschulabschluss;weiblich;139
03159;2023;mit_hauptschulabschluss;maennlich;207
03159;2023;mittlerer_abschluss;insgesamt;1034
03159;2023;mittlerer_abschluss;weiblich;486
03159;2023;mittlerer_abschluss;maennlich;548
03159;2023;fachhochschulreife;insgesamt;
03159;2023;fachhochschulreife;weiblich;
03159;2023;fachhochschulreife;maennlich;
03159;2023;allgemeine_hochschulreife;insgesamt;1033
03159;2023;allgemeine_hochschulreife;weiblich;576
03159;2023;allgemeine_hochschulreife;maennlich;457
032;2023;ohne_hauptschulabschluss;insgesamt;1513
032;2023;ohne_hauptschulabschluss;weiblich;613
032;2023;ohne_hauptschulabschluss;maennlich;900
032;2023;mit_hauptschulabschluss;insgesamt;2613
032;2023;mit_hauptschulabschluss;weiblich;1050
032;2023;mit_hauptschulabschluss;maennlich;1563
032;2023;mittlerer_abschluss;insgesamt;8818
032;2023;mittlerer_abschluss;weiblich;4119
032;2023;mittlerer_abschluss;maennlich;4699
032;2023;fachhochschulreife;insgesamt;
032;2023;fachhochschulreife;weiblich;
032;2023;fachhochschulreife;maennlich;
032;2023;allgemeine_hochschulreife;insgesamt;7240
032;2023;allgemeine_hochschulreife;weiblich;3982
032;2023;allgemeine_hochschulreife;maennlich;3258
03241;2023;ohne_hauptschulabschluss;insgesamt;783
03241;2023;ohne_hauptschulabschluss;weiblich;342
03241;2023;ohne_hauptschulabschluss;maennlich;441
03241;2023;mit_hauptschulabschluss;insgesamt;1339
03241;2023;mit_hauptschulabschluss;weiblich;538
03241;2023;mit_hauptschulabschluss;maennlich;801
03241;2023;mittlerer_abschluss;insgesamt;4316
03241;2023;mittlerer_abschluss;weiblich;2016
03241;2023;mittlerer_abschluss;maennlich;2300
03241;2023;fachhochschulreife;insgesamt;
03241;2023;fachhochschulreife;weiblich;
03241;2023;fachhochschulreife;maennlich;
